Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2015-08-16,14.2,28.4,16.0,280.5,14.8,0.314,290.4,34.5,53.9
2015-08-17,17.1,29.4,15.5,239.0,13.5,0.0,259.3,31.9,50.9
2015-08-18,10.2,27.6,14.7,190.5,26.6,3.978,292.9,35.6,63.4
2015-08-19,5.0,26.7,16.0,157.4,26.2,0.0,276.2,63.4,73.6
2015-08-20,3.5,27.0,16.0,147.5,24.4,0.0,293.9,73.5,71.9
2015-08-21,3.4,26.0,15.0,15.8,17.4,7.598,249.3,61.1,61.9
2015-08-22,1.7,24.7,15.1,14.0,13.6,0.0,282.6,29.9,44.7
2015-08-23,5.1,24.4,16.0,69.7,14.1,0.0,237.2,56.6,64.1
2015-08-24,8.1,25.8,15.8,176.8,15.5,0.0,261.3,49.9,62.9
2015-08-25,12.6,27.3,15.7,211.4,23.7,0.0,254.5,51.8,55.7
2015-08-26,3.4,24.2,16.0,301.0,18.8,0.0,293.3,18.3,44.6
2015-08-27,2.5,23.1,16.0,316.5,15.2,0.0,279.9,36.2,49.5
2015-08-28,1.9,22.9,16.0,322.6,11.0,0.0,294.1,17.2,48.9
2015-08-29,8.1,24.5,16.0,193.1,14.5,0.0,284.9,30.5,50.0
2015-08-30,14.0,26.5,15.5,225.4,13.3,2.488,257.5,40.0,57.9
2015-08-31,19.4,28.3,14.8,258.3,16.3,0.0,210.2,42.3,57.2
2016-06-01,4.7,23.9,14.4,82.4,18.4,0.0,304.7,30.7,51.0
2016-06-02,5.3,19.8,13.5,79.6,16.1,0.0,328.2,46.1,70.6
2016-06-03,8.9,19.0,11.6,109.0,9.5,0.94,140.7,99.3,81.5
2016-06-04,10.6,22.6,11.5,158.9,15.9,6.766,265.2,81.1,75.1
2016-06-05,3.1,19.8,10.7,144.1,15.1,22.966,177.0,87.2,87.3
2016-06-06,5.3,23.9,13.6,247.0,20.3,0.0,348.9,48.0,62.8
2016-06-07,4.8,24.4,14.7,270.8,25.5,0.633,326.2,33.2,51.3
2016-06-10,2.3,19.7,16.0,307.9,23.4,0.0,357.3,44.9,33.8
2016-06-11,13.5,23.8,15.4,250.5,25.3,0.566,257.6,72.1,49.5
2016-06-16,11.3,21.6,13.1,40.3,10.5,4.242,141.0,86.0,69.7
2016-06-17,4.7,21.1,15.1,87.9,21.2,0.0,247.7,36.8,58.6
2016-06-18,5.0,22.7,15.7,155.6,14.2,0.0,356.5,12.8,45.6
2016-06-19,7.5,23.2,15.3,125.1,17.1,0.0,325.0,36.0,53.2
2016-06-20,8.5,23.6,14.8,144.4,15.9,0.0,322.6,28.2,64.8
2016-06-21,5.2,26.6,15.5,281.1,18.9,0.0,298.1,48.4,44.5
2016-06-26,7.8,24.2,15.0,171.3,23.9,0.0,337.4,31.9,51.1
2016-06-27,8.5,23.6,14.4,186.5,29.4,2.369,320.2,40.9,61.3
2016-06-28,4.6,22.0,10.8,152.9,16.7,12.088,134.6,98.2,88.8
2016-06-30,4.4,24.7,16.0,284.9,13.7,0.0,346.6,18.6,52.6
2016-07-01,6.0,23.5,13.5,171.2,24.9,15.445,218.0,57.3,73.9
2016-07-02,2.9,22.1,14.9,302.5,26.7,0.0,311.6,38.6,57.5
2016-07-03,5.7,22.9,16.0,250.0,23.5,0.0,172.2,33.8,49.2
2016-07-04,9.7,23.5,14.2,205.1,22.8,3.424,309.6,45.2,61.7
2016-07-05,3.5,25.3,12.5,309.7,13.1,23.453,263.3,74.6,75.1
